7486_7	7486_8	7486_9	7486_10	7486_17	7486_18	7486_19	7486_20
RP11-375D13.1	0	0	0	0	0	0	0	0
RP11-375D13.4	0	0	0	0	0	0	0	0
RP11-375D13.3	0	0	0	0	0	0	0	0
RP11-148I19.1	0	0	0	0	0	0	0	0
CTD-2572N17.1	0	0	0	0	0	0	0	0
CTD-2537L20.1	0	0	0	0	0	0	0	0
RP11-111A24.2	0	0	0	0	0	0	0	0
RP11-111A24.1	0	0	0	0	0	0	0	0
RP11-384E5.2	0	0	0	0	0	0	0	0
API5	5630	4416	5879	5621	5800	5462	5853	4166
RP11-484D2.2	9	8	12	6	7	13	9	3
TTC17	7128	4326	7764	5506	5130	3862	5310	3010
RP11-484D2.5	0	0	1	1	1	0	0	0
RP11-484D2.4	52	37	61	42	25	23	14	15
RN7SKP287	12	3	27	9	4	8	5	8
RP11-484D2.3	12	6	10	14	12	9	10	6
RP11-513I7.2	0	0	0	1	0	0	0	0
RP11-472I20.3	0	0	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0	0
RP11-513I7.3	0	0	0	0	0	0	0	0
RP11-472I20.4	258	179	293	215	204	126	183	81
MIR129-2	0	0	0	0	0	0	0	0
HSD17B12	1012	1382	1049	1677	748	1289	813	920
RP11-472I20.5	0	0	0	0	0	0	0	0
RP11-472I20.1	0	0	0	0	0	0	0	0
RP11-472I20.2	0	0	0	0	0	0	0	0
RP11-472I20.6	0	0	0	0	0	0	0	0
RP11-613D13.5	17	29	24	26	13	23	9	10
RP11-613D13.10	0	0	0	0	0	0	0	0
ALKBH3	972	778	1059	1088	809	890	906	715
RP11-613D13.2	95	90	88	113	70	71	68	84
RP11-613D13.7	19	27	38	21	18	26	24	8
RP11-613D13.4	12	13	15	9	10	12	9	10
C11orf96	1	4	2	4	3	8	5	12
RP11-613D13.8	0	0	0	1	0	0	0	1
ACCSL	0	1	0	0	0	0	0	1
ACCS	769	408	892	575	796	583	952	473
CTD-2609K8.3	8	1	3	2	2	2	1	0
EXT2	1669	1511	1709	2075	1522	1784	1634	1234
ALX4	6	3	2	6	1	1	7	6
RP11-58K22.1	0	0	0	0	0	0	0	0
RP11-58K22.2	0	1	0	0	0	0	0	0
CD82	5563	4640	5967	6249	5113	6713	5075	5093
RP11-58K22.5	3	3	1	3	1	2	10	1
RP11-58K22.4	13	13	10	23	4	6	1	3
RP11-244C20.1	18	30	15	29	11	37	7	10
RP11-244C20.2	0	0	0	4	0	2	1	1
RP11-45A12.1	0	0	0	3	0	1	0	0
RP11-45A12.2	4	1	6	0	5	2	0	3
TSPAN18	2134	1144	2221	1469	2637	2499	2673	1848
TP53I11	283	469	264	648	210	289	268	196
AC068858.1	0	1	0	0	0	0	0	0
PRDM11	560	658	527	808	317	345	306	281
CTD-2560E9.3	6	3	3	5	1	4	0	0
SYT13	0	0	0	0	0	0	0	0
CTD-2560E9.5	0	0	0	0	0	0	0	0
RP11-430H10.1	30	30	26	34	28	31	35	35
RP11-430H10.2	0	0	1	0	0	0	1	0
RP11-430H10.4	0	0	0	0	0	0	0	0
RP11-430H10.3	0	0	0	0	1	0	0	0
RP11-958J22.1	0	0	0	0	0	0	0	0
RP11-958J22.2	0	0	0	0	0	0	0	0
RP11-958J22.3	0	0	0	0	0	0	0	0
CHST1	1	0	0	1	0	0	0	0
RP11-495O11.1	0	0	0	0	0	0	0	0
MIR7154	0	0	0	0	0	0	0	0
CTD-2210P24.1	0	0	0	0	0	0	2	0
CTD-2210P24.2	0	0	0	0	0	0	0	0
CTD-2210P24.3	0	0	0	0	0	0	0	1
CTD-2210P24.4	2	1	0	0	2	4	1	5
SLC35C1	2446	2575	2549	3291	2320	3072	2407	2242
CTD-2210P24.6	0	4	5	2	2	3	3	1
CRY2	2334	2135	2367	2886	1785	2260	1822	1762
MAPK8IP1	84	128	61	188	35	82	51	101
RP11-618K13.2	0	0	0	0	0	0	0	0
C11orf94	13	29	12	24	9	14	12	13
PEX16	1513	1138	1779	1722	1415	1461	1559	1228
GYLTL1B	14	11	18	11	18	13	23	8
PHF21A	3622	2724	3726	3589	2666	3037	2752	2303
RP11-702F3.1	0	0	4	0	1	0	0	0
RP11-702F3.3	0	2	1	4	2	0	0	2
RP11-702F3.2	0	0	0	0	0	0	0	0
RP11-702F3.4	0	0	0	0	0	0	0	0
CTD-2589M5.5	0	0	0	2	1	6	0	0
CTD-2589M5.4	0	0	0	0	0	0	0	0
CREB3L1	3	2	1	0	8	11	7	8
DGKZ	12498	7949	13105	10853	12916	10307	13934	8511
MIR4688	0	0	1	1	1	0	2	0
MDK	119	87	132	122	139	101	135	67
CHRM4	3	5	6	8	3	8	1	5
AMBRA1	2076	1679	2379	2122	2035	2155	2175	1577
RP11-425L10.1	79	68	104	74	80	77	104	65
MIR3160-1	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0
HARBI1	210	113	222	149	188	249	191	148
ATG13	3379	2911	3703	3775	3116	3411	3358	2463
ARHGAP1	5468	3572	5988	4872	5423	5032	5740	3891
ZNF408	802	564	806	830	798	780	841	519
F2	3	6	1	2	6	2	6	7
CKAP5	3601	2940	3654	3996	6005	5792	5802	4387
MIR5582	1	0	2	0	4	0	2	5
RF00573	0	0	2	0	0	2	1	0
SNORD67	2	5	2	1	3	5	7	3
RP11-411D10.1	3	8	2	11	1	2	2	1
LRP4	119	708	116	948	13	24	13	23
C11orf49	777	717	789	1084	683	757	801	587
CTD-2384B9.1	0	0	0	1	0	2	0	0
RP11-390K5.3	3	3	6	6	1	3	5	2
ARFGAP2	5150	4434	5563	5813	5168	5275	5317	4054
RP11-390K5.6	166	90	159	176	119	150	139	98
PACSIN3	166	369	189	484	288	529	314	395
MIR6745	1	0	0	0	1	0	0	0
RP11-390K5.1	2	1	2	1	4	1	4	2
DDB2	14152	10244	15382	14098	10444	12421	11255	10053
RP11-17G12.2	65	62	76	73	60	85	54	59
ACP2	1098	1338	1203	1784	1225	1765	1263	1451
NR1H3	495	272	561	351	468	354	498	358
MADD	6426	5148	6566	7313	6226	6840	6475	5434
RP11-17G12.3	19	9	3	12	0	7	7	7
RP11-125F14.2	1	2	2	1	0	4	0	0
MYBPC3	0	3	0	1	0	1	0	0
SPI1	30	37	25	60	1	10	1	9
RP11-750H9.5	3	2	3	5	0	1	1	0
MIR4487	0	0	0	0	0	0	0	0
SLC39A13	3122	2652	3344	3631	2187	2295	2306	1945
PSMC3	3211	3633	3571	4700	5026	5815	5505	4829
RAPSN	47	43	67	49	29	32	39	29
CELF1	9353	7728	10101	9750	8901	8669	9065	6876
RP11-750H9.7	1	2	1	0	0	0	2	0
RN7SL652P	2	1	0	0	2	1	1	5
NDUFS3	2327	1814	2652	2437	2537	2360	2677	1973
PTPMT1	176	154	154	164	155	185	142	117
KBTBD4	300	274	308	309	383	370	338	270
RNU5E-10P	3	7	9	3	2	4	3	4
RP11-76I23.7	0	0	0	0	0	0	0	0
FAM180B	4	1	1	2	1	2	9	1
C1QTNF4	35	13	36	20	13	18	32	17
MTCH2	2216	2241	2435	2958	2631	2890	2736	2455
AGBL2	260	194	252	224	342	313	363	300
FNBP4	15360	12308	16140	15434	10593	9412	10669	7196
NUP160	4095	3442	3971	4101	4730	4493	4615	3367
RP11-692M12.5	0	0	3	0	0	0	0	0
RNA5SP340	0	0	0	0	0	0	1	0
RP11-692M12.4	4	1	1	8	5	0	2	3
RP11-793I11.1	0	4	1	3	2	1	1	0
PTPRJ	4509	2512	4863	3233	6520	6668	6470	5045
AC103828.1	0	0	0	0	2	0	2	0
MIR3161	0	0	2	0	1	0	0	1
OR4B1	0	0	0	0	0	0	0	0
OR4B2P	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0	0	0
OR4C4P	0	0	0	0	0	0	0	0
OR4C5	0	0	0	0	0	0	0	0
OR4C2P	0	0	0	0	0	0	0	0
OR4C10P	0	0	0	0	0	0	0	0
OR4C9P	0	0	0	0	0	0	0	0
OR4R1P	0	0	0	0	0	0	0	0
OR4A47	0	0	2	0	0	1	0	0
OR4A48P	0	0	0	0	1	0	0	0
OR4A46P	0	0	0	0	0	0	0	0
OR4A40P	0	0	0	0	0	0	0	0
OR4A43P	0	0	0	0	0	0	0	0
OR4A45P	0	0	0	0	0	0	0	0
OR4A41P	0	0	0	0	0	0	0	0
OR4A42P	0	0	0	0	0	0	0	0
OR4A44P	0	0	0	0	0	0	0	0
RP11-56P9.5	0	0	0	0	0	0	0	0
RP11-56P9.10	0	0	0	0	0	0	0	0
RP11-56P9.6	0	0	0	0	0	0	0	0
RP11-56P9.4	0	0	0	0	0	0	0	0
TRIM51CP	0	0	0	0	0	0	0	0
RP11-56P9.8	0	0	0	0	0	0	0	0
RP11-56P9.2	0	0	0	0	0	0	0	0
RP11-56P9.9	0	0	0	0	0	0	0	0
RP11-56P9.11	0	0	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	0	0	0
CTD-2132H18.5	0	0	0	0	0	0	0	0
CTD-2132H18.3	0	0	0	0	0	1	0	0
CTD-2132H18.1	0	0	0	0	0	0	0	0
RP11-107P7.1	0	0	0	0	0	0	0	0
RP11-107P7.6	0	0	0	0	0	0	0	0
RP11-107P7.2	0	0	0	0	0	0	0	0
RP11-107P7.5	0	0	0	0	0	0	0	0
RP11-107P7.4	0	0	0	0	0	0	0	0
FOLH1	0	0	0	0	0	0	0	0
CTD-2026G22.1	0	0	0	0	0	0	0	0
TYRL	0	0	0	0	0	0	0	0
RP11-61N20.1	0	0	0	0	0	0	0	0
RP11-61N20.3	3	1	2	1	2	1	2	0
RP11-707M1.1	0	0	0	0	0	0	0	0
RP11-707M1.7	0	0	0	0	0	0	0	0
RP11-707M1.9	0	0	0	0	0	0	0	0
RP11-707M1.4	0	0	0	0	0	0	0	0
RP11-163O19.16	0	0	0	0	0	0	0	0
RP11-163O19.1	0	0	0	0	0	0	0	0
RP11-163O19.11	0	0	0	0	0	0	0	0
RP11-163O19.10	0	0	0	0	0	0	0	0
RP11-163O19.2	0	0	0	0	0	0	0	0
RP11-163O19.3	0	0	0	0	0	0	0	0
RP11-163O19.8	0	0	0	0	0	0	0	0
OR4A1P	0	0	0	0	0	0	0	0
OR4A49P	0	0	0	0	0	0	0	0
OR4A18P	0	0	0	0	0	1	0	0
OR4A19P	0	0	0	0	0	0	0	0
OR4R3P	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0
OR4C48P	0	0	0	0	0	0	0	0
OR4C45	0	0	0	0	0	0	0	0
OR4C49P	0	0	0	0	0	0	0	0
RP11-227P3.1	0	0	0	0	0	0	0	0
RP11-347H15.1	0	0	0	0	0	0	0	0
RP11-347H15.6	0	0	0	0	0	0	0	0
RP11-347H15.2	0	0	0	0	0	1	0	0
RP11-347H15.5	0	0	0	0	0	0	0	0
RP11-347H15.3	0	0	0	0	0	0	0	0
RP11-347H15.4	0	0	0	0	0	0	0	0
RP11-574M7.1	0	0	0	0	0	0	0	0
RP11-574M7.2	0	0	0	0	0	0	1	0
OR4C50P	0	0	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0	0	0
OR4C7P	0	0	0	0	0	0	0	0
OR4R2P	0	0	0	0	0	0	0	0
OR4A4P	0	0	0	0	0	0	0	0
OR4A3P	0	0	0	0	0	0	0	0
OR4A2P	0	0	0	0	0	0	0	0
OR4A8P	0	0	0	0	0	0	0	0
OR4A7P	0	0	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0	0	0
OR4A6P	0	0	0	0	0	0	0	0
TRIM48	0	0	0	0	0	0	0	0
RP11-72M10.2	0	0	0	0	0	0	0	0
RP11-72M10.4	0	0	0	0	0	0	0	0
RP11-72M10.8	0	0	0	0	0	0	0	0
RP11-72M10.6	0	0	0	0	0	0	0	0
RP11-72M10.5	0	0	0	0	0	0	0	0
OR4A11P	0	0	0	0	0	0	0	0
OR4A12P	0	0	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0	0	0
OR4A9P	0	0	0	0	0	0	0	0
OR4X7P	0	0	0	0	0	0	0	0
OR4A10P	0	0	0	0	0	0	0	0
OR4A17P	0	0	0	0	0	0	0	0
OR4A13P	0	0	0	0	0	0	0	0
OR4A50P	0	0	0	0	0	0	0	0
OR4A21P	0	0	0	0	0	0	0	0
OR4C1P	0	0	0	0	0	0	0	0
OR4C14P	0	0	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0	0	0
OR4V1P	0	0	0	0	0	0	0	0
OR4P1P	0	0	0	0	0	0	0	0
RP11-674C21.9	0	0	0	0	0	0	0	0
OR5D2P	0	0	0	0	0	0	0	0
OR5D3P	0	0	0	0	0	0	0	0
OR5D17P	0	0	0	0	0	0	0	0
OR5D13	0	0	0	0	0	0	0	0
OR5D15P	0	0	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0	0	0
OR5L2	0	0	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0	0	0
OR9M1P	0	0	0	0	0	0	0	0
RP11-738O11.9	0	0	0	0	0	0	0	0
RP11-738O11.12	0	0	0	0	0	0	0	0
RP11-738O11.13	0	0	0	0	0	0	0	0
TRIM51	0	0	0	0	0	0	0	0
OR5W1P	0	0	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0
OR10AF1P	0	0	0	0	0	0	0	0
OR10AK1P	0	0	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	0	0	0
OR7E5P	0	0	0	0	0	0	0	0
OR5F1	0	0	0	0	0	0	0	0
OR5F2P	0	0	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	0	0	0
OR5AQ1P	0	0	0	0	0	0	0	0
OR5J1P	0	0	0	0	0	0	0	0
OR5BE1P	0	0	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0	0	0
OR8I4P	0	0	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0	0	0
OR5BN2P	0	0	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0	0	0
OR5BN1P	0	0	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0	0	0
OR8K4P	0	0	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0	1	0
OR5J7P	0	0	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0	0	0
OR8V1P	0	0	0	0	0	0	0	0
RP11-444K7.8	0	0	0	0	0	0	0	0
OR8J2	0	0	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0	0	0
OR5T3	0	0	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0	0	0
OR8H1	0	0	0	0	0	0	0	0
OR8I1P	0	0	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0	0	0
FAM8A2P	0	0	0	0	0	0	0	0
OR8K2P	0	0	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0	0	0
RPL5P29	2	0	1	1	1	0	2	0
OR8U1	0	0	0	0	0	0	0	0
OR8L1P	0	0	0	0	0	0	0	0
OR5AL2P	0	0	0	0	0	0	0	0
OR5AL1	0	0	0	0	0	0	0	0
OR5R1	0	0	0	0	0	0	0	0
OR5M4P	0	0	0	0	0	0	1	0
CTD-3051L14.15	0	0	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0	0	0
OR5M2P	0	0	0	0	0	0	0	0
OR5M8	0	0	0	0	0	0	0	0
CTD-3051L14.13	0	0	0	0	0	0	0	0
OR5M7P	0	0	0	0	0	0	0	0
CTD-3051L14.14	0	0	0	0	0	0	0	0
OR5M6P	0	0	0	0	0	0	0	0
OR5M5P	0	0	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0	0	0
OR5M10	0	0	0	0	0	0	0	0
OR5M13P	0	0	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0	0	0
OR5AM1P	0	0	0	0	0	0	0	0
OR5M12P	0	0	0	0	0	0	0	0
OR5AP1P	0	0	0	0	0	0	0	0
OR5AP2	0	0	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0	0	0
OR2AH1P	0	0	0	0	0	0	0	0
RP11-59K5.1	0	1	0	0	0	0	0	0
OR9G1	0	0	1	0	0	0	0	0
RP11-100N3.2	0	0	0	0	0	0	0	0
OR9G3P	0	0	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0	0	0
MIR6128	0	0	0	0	0	0	0	0
OR9G2P	0	0	0	0	0	0	0	0
OR5G1P	0	0	0	0	0	0	0	0
OR5G4P	0	0	0	0	0	0	0	0
OR5G5P	0	0	0	0	0	0	0	0
OR5G3	0	0	0	0	0	0	0	0
AP000479.1	0	0	0	0	0	0	0	0
FADS2P1	0	0	0	0	0	0	0	0
OR5AK3P	0	0	0	0	0	0	0	0
OR5AK2	0	0	0	0	0	0	0	0
OR5AK1P	0	0	0	0	0	0	0	0
OR5BQ1P	0	0	0	0	0	0	0	0
OR5AK4P	0	0	0	0	0	0	0	0
OR5AO1P	0	0	0	0	0	0	0	0
OR5BP1P	0	0	0	0	0	0	0	0
LRRC55	0	0	0	0	0	0	0	0
APLNR	1	0	0	1	0	0	0	0
TNKS1BP1	797	668	1010	932	620	522	610	349
RP11-872D17.4	2	0	1	5	5	7	11	4
SSRP1	6150	4953	6500	6546	10082	8548	10177	6790
P2RX3	1	0	1	0	0	0	0	0
PRG3	0	0	0	0	0	0	0	0
PRG2	1	0	2	7	3	2	2	4
RP11-872D17.8	1	0	3	0	1	0	0	0
SLC43A3	254	260	261	372	1157	1092	1209	903
RNA5SP341	0	0	0	0	0	0	0	0
RN7SKP259	2	0	0	0	0	1	0	1
RTN4RL2	12	11	9	12	6	13	5	11
RP11-624G17.3	0	0	0	0	0	0	0	0
SLC43A1	826	282	923	424	1161	1098	1312	912
RN7SL605P	2	1	3	6	2	7	1	1
TIMM10	483	403	548	588	759	659	859	580
SMTNL1	160	64	152	98	323	167	327	152
UBE2L6	4749	3384	5127	4679	8301	8108	8609	6234
RP11-624G17.1	11	7	5	3	5	4	6	8
SERPING1	1	0	0	0	0	1	2	1
AP000662.4	0	1	3	7	2	3	2	3
MIR130A	0	0	0	0	0	0	0	0
YPEL4	28	72	55	149	50	157	60	109
CLP1	764	751	869	1009	739	950	911	714
ZDHHC5	4470	4762	4621	6298	4668	6109	4549	4298
MED19	422	642	580	853	461	688	502	557
TMX2	2269	2132	2337	2902	2183	2491	2271	1951
TMX2-CTNND1	0	0	0	0	0	0	0	0
AP000662.9	5	0	2	2	0	2	2	0
C11orf31	2201	1989	2418	2607	2284	2204	2393	1902
RP11-691N7.6	1	4	2	4	1	3	3	9
BTBD18	25	27	25	13	13	11	8	15
CTNND1	1232	1489	1403	2002	685	1227	683	1012
OR5BA1P	1	5	3	7	2	0	0	2
RP11-734C14.2	0	1	0	0	0	0	0	0
OR5AZ1P	0	0	0	0	0	0	0	0
OR5BD1P	0	0	0	0	0	0	0	0
CYCSP26	0	0	0	0	0	0	0	0
OR9Q1	0	0	0	0	0	0	0	0
RNU6-899P	0	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0
VN2R9P	0	0	0	0	0	0	0	0
RP11-659P15.1	0	0	0	0	0	0	0	0
RP11-659P15.2	0	0	0	1	0	0	0	0
OR9L1P	0	0	0	0	0	0	0	0
OR9I3P	0	0	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0	0	0
OR9I2P	0	0	0	0	0	0	0	0
OR5BL1P	0	0	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0	0	0
OR1S1	0	0	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0	0	0
EIF4A2P3	2	2	1	0	4	0	0	0
OR10W1	0	0	0	1	0	0	0	0
OR10Q2P	0	0	0	0	0	0	0	0
OR5BC1P	0	0	0	2	0	0	0	0
OR5B19P	0	0	0	0	0	0	0	0
OR5B10P	0	0	0	0	0	0	0	0
AP000435.3	0	0	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0	0	0
OR5B1P	0	3	1	0	0	0	0	0
OR5B15P	0	0	0	0	0	0	0	0
OR5B3	0	0	0	0	0	0	0	0
OR5B2	9	6	2	7	5	3	8	3
OR5B12	2	5	0	7	1	0	2	1
RP11-655C2.3	178	173	172	233	106	158	118	149
OR5B21	4	23	12	18	11	10	6	18
LPXN	14016	11923	14893	15212	11679	13616	12136	10724
ZFP91	3655	3011	3775	4023	3812	3760	3625	2886
ZFP91-CNTF	0	0	0	0	0	0	0	0
CMB9-55A18.1	50	35	25	49	40	36	29	27
CNTF	44	49	32	74	42	80	50	63
AP001350.4	14	23	22	40	25	33	21	24
GLYAT	0	2	2	2	0	0	2	0
AP000445.1	0	0	0	0	0	0	0	1
AP000445.2	0	0	0	0	0	0	0	0
TMA16P1	0	0	0	0	0	0	0	0
GLYATL2	0	0	0	0	0	0	0	0
GLYATL1P2	0	0	0	0	0	0	0	0
GLYATL1	0	1	0	0	0	0	0	0
RP11-780O24.2	0	0	0	0	0	0	0	0
RP11-142C4.6	0	0	1	2	0	0	0	0
RP11-142C4.4	0	0	0	0	0	1	0	0
GLYATL1P1	0	0	0	0	0	0	0	0
RP11-142C4.5	0	0	0	0	0	0	0	0
GLYATL1P4	0	0	0	0	0	0	0	0
AP001258.1	1	1	0	0	1	5	1	1
FAM111B	214	127	240	153	3144	2654	3155	2176
AP001258.4	286	98	284	138	388	291	394	254
AP001258.5	3	3	5	0	2	0	6	5
FAM111A	7307	3657	8548	4796	13702	10159	13851	8099
DTX4	28	9	32	11	24	9	40	7
MPEG1	0	0	0	0	0	0	0	0
RN7SL42P	0	0	0	0	0	0	0	0
RP11-1036E20.10	0	0	0	0	0	0	0	0
RP11-1036E20.8	0	0	0	0	0	0	0	0
RP11-1036E20.9	0	0	0	0	0	0	0	0
RP11-1036E20.7	0	0	0	0	0	0	0	0
RN7SL435P	0	0	0	0	0	0	0	0
OR5AN2P	0	0	0	0	0	0	0	0
OR5BR1P	0	0	0	0	0	0	0	0
OR5AN1	0	0	0	0	0	0	0	0
OR5BB1P	0	0	0	0	0	0	0	0
OR5A2	0	0	0	0	0	3	0	0
OR5A1	0	0	0	0	0	0	0	1
OR4D6	0	0	0	0	0	0	0	0
OR4D10	0	0	0	0	0	0	0	0
OR4D8P	0	0	0	0	0	0	0	0
OR4D11	0	0	0	0	0	1	0	1
OR4D9	1	0	3	1	0	0	0	0
OR4D7P	0	0	0	0	0	0	0	0
AP000442.4	3	0	2	3	1	3	0	0
OSBP	3843	2969	4029	3970	3306	3222	3318	2357
MIR3162	0	0	1	0	0	0	0	0
AP000442.1	60	65	41	50	36	49	33	41
PATL1	3498	3128	3601	3954	3213	3538	3289	2496
AP000640.2	2	1	1	0	3	2	3	1
RN7SKP192	0	0	0	0	0	0	0	0
OR10V1	0	0	0	0	0	0	0	0
STX3	2357	3894	2548	5095	2025	5105	1950	3815
OR10Y1P	0	0	0	0	0	0	0	0
OR10V3P	0	0	0	0	0	2	1	0
OR10V2P	2	2	0	1	1	7	2	0
AP000640.10	21	9	28	26	23	30	18	26
AP000640.9	0	0	1	0	0	0	1	0
MRPL16	2233	1572	2461	2030	2756	2664	2997	2193
GIF	0	0	0	3	0	0	0	1
TCN1	1	0	0	1	0	1	0	1
CTD-2514A21.4	4	1	1	4	4	0	5	4
CTD-2514A21.3	0	0	0	0	0	0	0	0
RP11-736I10.9	0	0	2	0	1	0	0	0
RP11-736I10.8	0	0	0	0	0	0	0	0
RP11-736I10.7	0	0	0	0	0	0	0	0
RP11-736I10.1	0	0	0	0	0	0	1	0
OOSP2	0	0	0	0	0	0	0	0
MS4A3	0	0	0	0	0	0	0	0
RP11-736I10.2	0	0	0	0	0	0	0	0
MS4A2	0	0	0	0	1	0	0	0
AP001257.1	0	0	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0	0	0
MS4A4E	0	0	0	0	0	1	0	0
MIR6503	0	0	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	0	0	0	0	0	1	0	0
MS4A14	0	0	0	0	0	0	0	2
MS4A5	0	1	0	0	0	0	0	0
MS4A1	0	0	0	0	5	0	3	0
MS4A12	0	0	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0	0	0
RP11-448N3.1	0	0	0	0	0	0	0	0
AP004243.1	0	0	0	0	0	0	0	0
MS4A8	0	0	0	0	0	0	0	0
MS4A18	0	0	0	0	0	0	0	0
MS4A15	0	0	0	0	0	0	0	0
MS4A10	0	0	0	0	0	0	0	0
RP11-804A23.1	0	0	0	0	0	0	0	0
RP11-804A23.2	0	1	2	5	3	5	4	1
RP11-804A23.4	0	0	0	0	0	0	0	0
CCDC86	759	611	849	813	816	682	846	567
PTGDR2	86	18	103	16	656	326	606	263
ZP1	3	0	2	3	15	4	5	3
PRPF19	5805	4563	6325	6131	7352	6342	7626	4812
RP11-881M11.2	1	1	7	2	5	3	5	1
RP11-881M11.1	0	0	1	0	0	0	1	0
TMEM109	3084	3109	3319	4183	4958	5323	5320	4129
RP11-881M11.4	5	11	6	10	5	10	6	14
TMEM132A	16	32	17	13	8	16	11	22
SLC15A3	57	61	81	106	21	6	19	5
CD6	25813	26489	27108	36258	19892	24081	22191	19093
RNU6-933P	4	1	0	1	2	0	0	0
RP11-881M11.8	1	1	1	1	1	5	3	2
CD5	17638	18200	18589	24466	15855	17730	16791	13648
VPS37C	322	263	280	355	247	293	262	212
AP000437.3	2	3	5	5	2	5	3	1
PGA3	0	0	0	0	0	0	0	0
PGA4	0	0	0	0	0	0	0	0
CTD-2331C18.5	0	0	0	0	0	0	0	0
PGA5	4	0	1	5	1	1	0	0
VWCE	694	441	747	642	356	541	390	451
DDB1	9447	7788	10307	10221	9791	9276	9660	6721
TKFC	814	664	924	939	1132	1131	1247	954
CYB561A3	1558	866	1729	1145	1923	1818	2016	1435
RP11-286N22.14	4	1	2	8	3	2	3	2
TMEM138	1843	1381	2071	1944	1818	1757	1851	1355
TMEM216	529	364	581	520	521	500	505	385
CPSF7	7130	6696	7767	8776	7533	7626	8003	5932
RP11-286N22.6	4	17	20	13	10	17	3	14
RP11-286N22.8	38	61	50	61	47	47	50	43
SDHAF2	481	376	560	508	548	554	588	484
RN7SL23P	17	20	32	23	18	18	15	27
PPP1R32	304	243	327	355	213	199	262	180
RP11-286N22.10	1	1	0	2	0	3	1	1
MIR4488	0	0	0	0	0	0	0	0
LRRC10B	0	0	0	1	4	5	4	2
SYT7	4	9	1	4	9	3	1	5
RP11-286N22.16	0	0	0	0	1	0	0	0
RP11-794G24.1	0	0	0	0	0	0	0	0
RP11-855O10.2	0	0	0	0	0	0	0	0
RPLP0P2	5	1	1	2	2	1	3	2
RP11-855O10.3	0	0	1	0	0	0	0	0
DAGLA	13	19	14	16	15	53	15	34
RP11-467L20.10	0	1	1	1	1	0	0	0
MYRF	338	397	348	548	267	693	229	529
TMEM258	2031	1428	2098	1774	2314	2342	2758	1840
MIR611	0	0	0	0	0	0	0	0
FEN1	804	460	923	580	5194	4571	5278	3649
FADS2	647	2084	688	2754	1420	4260	1335	3293
FADS1	437	1287	472	1690	622	2101	600	1602
MIR1908	0	0	0	0	0	0	0	0
